"","Prix_Vente","Année_Construction","Année_Vente","Mois_Vente","Surface","Niveau_Etage","TCouloir","TChauffage","TGestion","Nb_Parking_Surface","Nb_Parking_Sous_Sol","Temps_Bus","Nb_Appartment_Batiment","Nb_Gestionnaire","Nb_Ascenseurs","Station_Metro","Nb_Bureau_Publics","Nb_Hopitaux","Nb_Grands_Magasins","N_FacilitiesNearBy.Mall.","Nb_AUtres_Proximité","Nb_Parcs","Nb_Ecoles_Primaires","Nb_Ecoles_Colléges","Nb_Ecoles_Lycée","Nb_Ecoles_Universités","Nb_Installations","Nb_Total_Proximité","Nb_Total_Ecoles"
"2385",221238,2007,2009,2,1394,12,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2386",215929,2007,2009,2,868,24,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2387",223893,2007,2009,3,1394,8,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2388",238938,2007,2009,3,1366,14,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2389",209442,2007,2009,3,1394,9,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2390",225663,2007,2009,3,1394,5,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2391",230088,1986,2009,3,2092,13,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2392",209132,2009,2009,4,910,13,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"2393",213274,2007,2009,4,1103,18,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2394",212389,2007,2009,4,1394,5,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2395",221238,2007,2009,4,1394,6,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2396",229203,2007,2009,4,1419,8,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2397",232743,2006,2009,5,1149,23,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"2398",221238,2007,2009,5,1394,4,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2399",233628,2007,2009,6,1419,5,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2400",214159,2008,2009,6,1167,19,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2401",223008,2007,2009,6,868,20,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2402",212389,2009,2009,7,1160,11,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"2403",221238,2007,2009,7,1366,4,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2404",212389,2009,2009,8,1160,10,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"2405",209734,2009,2009,8,1160,20,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"2406",210619,2009,2009,8,1160,20,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"2407",238938,2007,2009,8,868,22,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2408",209734,2007,2009,8,868,9,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2409",208849,2009,2009,9,1160,8,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"2410",208849,2009,2009,9,1160,5,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"2411",234513,2006,2009,9,1437,3,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"2412",236725,2007,2009,9,1419,6,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2413",220796,2007,2009,9,1103,30,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2414",227433,2007,2009,9,1103,22,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2415",209734,1986,2009,9,1377,10,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2416",212389,2005,2009,10,1184,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"2417",232743,2007,2009,10,868,18,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2418",215486,2007,2009,10,868,25,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2419",209734,2009,2009,12,1160,6,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"2420",212389,2007,2009,12,1394,6,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2421",215044,2007,2010,1,868,14,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2422",233628,2007,2010,2,1394,6,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2423",212389,2007,2010,2,868,8,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2424",215044,2008,2010,3,1167,16,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2425",227433,2007,2010,3,868,10,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2426",238938,2007,2010,4,868,25,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2427",212389,2007,2010,4,868,17,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2428",238938,1986,2010,4,1796,12,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2429",227876,2006,2010,8,1149,13,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"2430",234513,2007,2010,8,1394,19,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2431",221238,1986,2010,8,2092,5,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2432",223008,1986,2010,8,1796,1,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2433",212389,2007,2010,8,868,21,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2434",216814,2006,2010,10,910,12,"terraced","individual_heating","management_in_trust",111,184,"5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"2435",214159,2008,2010,10,1167,4,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2436",209734,2007,2010,10,1103,8,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2437",221238,2008,2010,10,1167,17,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2438",210619,2007,2010,10,1103,14,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2439",229203,2007,2010,10,868,15,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2440",238938,2007,2010,10,868,18,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2441",238053,2006,2010,11,1412,4,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"2442",238938,2007,2010,11,1394,18,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2443",230088,2007,2010,11,1394,8,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2444",221238,2007,2010,11,1366,21,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2445",240707,2007,2010,11,868,19,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2446",233628,2007,2010,11,868,21,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2447",221238,2007,2010,11,868,10,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2448",221238,2008,2010,12,1167,15,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2449",228318,2007,2010,12,1103,21,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2450",228318,2007,2010,12,868,19,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2451",218584,2007,2010,12,868,11,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2452",230088,2007,2010,12,868,17,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2453",234513,2007,2010,12,868,22,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2454",215929,2007,2011,1,1103,16,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2455",219469,2005,2011,1,1184,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"2456",215929,2007,2011,1,868,17,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2457",210619,2005,2011,2,1184,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"2458",234513,2008,2011,2,1167,8,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2459",237168,2007,2011,2,868,12,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2460",238053,2007,2011,2,868,23,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2461",216814,2007,2011,2,868,17,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2462",238938,2006,2011,3,1149,16,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"2463",219469,2005,2011,3,1184,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"2464",216371,2007,2011,3,1103,5,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2465",230088,2007,2011,3,868,20,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2466",236283,2007,2011,4,1103,30,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2467",227433,1993,2011,4,2337,13,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"2468",225663,2007,2011,4,868,19,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2469",238938,2007,2011,4,868,15,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2470",238938,2007,2011,4,868,19,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2471",237168,1986,2011,4,2092,1,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2472",238938,2007,2011,4,868,25,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2473",209734,2007,2011,5,868,11,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2474",218584,2005,2011,6,1184,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"2475",230088,2007,2011,6,868,13,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2476",210619,2007,2011,6,868,20,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2477",218584,2007,2011,6,868,13,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2478",220353,1986,2011,6,1377,8,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2479",216814,2006,2011,7,910,10,"terraced","individual_heating","management_in_trust",111,184,"5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"2480",221238,1993,2011,7,1761,23,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"2481",219469,1986,2011,7,1377,11,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2482",221238,2007,2011,7,868,5,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2483",241592,2007,2011,8,1394,13,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2484",212389,2008,2011,8,914,5,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2485",218584,2007,2011,8,914,24,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2486",221238,2009,2011,9,1160,19,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"2487",232743,2006,2011,9,1437,2,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"2488",212389,1993,2011,9,2337,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"2489",210619,2007,2011,9,914,8,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2490",214159,1993,2011,9,1451,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"2491",216814,2007,2011,9,868,3,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2492",212389,2007,2011,9,868,4,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2493",219469,2007,2011,9,868,20,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2494",218141,2007,2011,9,868,4,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2495",228318,1993,2011,10,1761,5,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"2496",221238,2008,2011,10,914,6,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2497",209734,2005,2011,10,914,22,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"2498",230088,2005,2011,10,1184,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"2499",216814,2008,2011,10,914,18,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2500",238938,2007,2011,10,868,13,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2501",238053,2007,2011,10,868,26,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2502",216814,2006,2011,11,910,9,"terraced","individual_heating","management_in_trust",111,184,"5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"2503",225663,1993,2011,11,2337,6,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"2504",229203,2005,2011,11,1184,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"2505",211150,2008,2011,11,914,7,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2506",232743,2005,2011,12,1184,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"2507",210619,2008,2011,12,829,8,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2508",216814,1986,2011,12,1377,8,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2509",230088,2007,2011,12,868,25,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2510",221238,1986,2011,12,1377,2,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2511",212389,1986,2011,12,1377,6,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"2512",230088,2005,2012,1,1184,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"2513",215044,2008,2012,1,914,13,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2514",216814,2008,2012,1,914,2,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2515",232300,2007,2012,1,868,21,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2516",228849,2007,2012,1,868,25,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2517",225663,2007,2012,1,868,13,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2518",231858,2009,2012,2,1160,17,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"2519",220353,2007,2012,2,1103,13,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2520",216814,2007,2012,2,914,11,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"2521",219026,2008,2012,2,914,9,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2522",228318,2008,2012,2,914,5,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2523",215929,2007,2012,2,868,3,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2524",228761,2007,2012,2,868,3,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"2525",234513,2006,2012,3,1149,3,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"2526",221238,2006,2012,3,914,13,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"2527",211946,2008,2012,3,829,13,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2528",226548,2008,2012,3,914,7,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2529",238938,2008,2012,3,1167,13,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2530",238053,2008,2012,3,914,23,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2531",224778,1993,2012,3,1288,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"2532",230088,2008,2012,3,1167,8,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"2533",210619,2008,2012,3,829,14,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
